source_type;source_system;schema_name;table_name;column_name;ordinal_position;is_nullable;data_type;character_maximum_length;numeric_precision;numeric_scale;datetime_precision;active_ind;business_name;window_date_column;filter_column;business_key_ind;distinct_ind;special_ind;comment
db;api;api;g_user_verification_type;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_user_verification_type;name;2;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_user_verification_type;description;3;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_vault;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_vault;balance;2;NO;bigint;;64;0;;1;;;;0;0;0;
db;api;api;g_vault;created_at;3;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_vault;modified_at;4;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_vault;name;5;NO;character varying;200;;;;1;;;;0;0;0;
db;api;api;g_vault;ref_id;6;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_vault;account_id;7;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_vault;country_currency_id;8;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_vault;kind_id;9;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_vault;status_id;10;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_vault;goal_amount;11;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_vault;image_identifier;12;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_vault;show_in_main_balance;13;NO;boolean;;;;;0;;;;0;0;0;
db;api;api;g_vault_kind;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_vault_kind;kind;2;NO;character varying;50;;;;1;;;;0;0;0;
db;api;api;g_vault_status;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_vault_status;status;2;NO;character varying;50;;;;1;;;;0;0;0;
db;api;api;g_vault_transaction;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_vault_transaction;amount;2;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_vault_transaction;created_at;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_vault_transaction;modified_at;4;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_vault_transaction;ref_id;5;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_vault_transaction;reference;6;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_vault_transaction;from_vault_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_vault_transaction;to_vault_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_vault_transaction;transaction_id;9;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_vault_transaction;incoming_booking_id;10;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;birth_date;2;YES;date;;;;0;0;;;;0;0;0;
db;api;api;g_waiting_customers;email;3;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;first_name;4;YES;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;last_name;5;YES;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;ref_id;6;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;country_id;7;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;freshsales_lead_id;8;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;waiting_list_token;9;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;creation_date;10;NO;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_waiting_customers;origin;11;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;score;12;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_waiting_customers;waiting;13;NO;boolean;;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;activation_code;14;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_waiting_customers;nationality_id;15;YES;integer;;32;0;;0;;;;0;0;0;
