source_type;source_system;schema_name;table_name;column_name;ordinal_position;is_nullable;data_type;character_maximum_length;numeric_precision;numeric_scale;datetime_precision;active_ind;business_name;window_date_column;filter_column;business_key_ind;distinct_ind;special_ind;comment
db;api;api;g_direct_debit_return;sepa_return_code;16;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_direct_debit_return;currency_unit_id;17;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_direct_debit_return;customer_type_id;18;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_direct_debit_scheme;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_direct_debit_scheme;scheme;2;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_direct_debit_sequence_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_direct_debit_sequence_type;sequence_type;2;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_direct_debit_status;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_direct_debit_status;status;2;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_document;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_document;external_ref;2;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_document;identification_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_document;name;4;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_document;content_type;5;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_document;document_type;6;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_document;size;7;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_employment_status;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_employment_status;name;2;NO;varchar;100;;;;1;;;;0;0;0;
db;api;api;geodb_changelog;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_changelog;datum;2;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_changelog;beschreibung;3;NO;text;;;;;0;;;;0;0;0;
db;api;api;geodb_changelog;autor;4;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;geodb_changelog;version;5;YES;character varying;8;;;;0;;;;0;0;0;
db;api;api;geodb_coordinates;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_coordinates;coord_type;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_coordinates;lat;3;YES;double precision;;53;;;0;;;;0;0;0;
db;api;api;geodb_coordinates;lon;4;YES;double precision;;53;;;0;;;;0;0;0;
db;api;api;geodb_coordinates;coord_subtype;5;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_coordinates;valid_since;6;YES;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_coordinates;date_type_since;7;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_coordinates;valid_until;8;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_coordinates;date_type_until;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_floatdata;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_floatdata;float_type;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_floatdata;float_val;3;NO;double precision;;53;;;0;;;;0;0;0;
db;api;api;geodb_floatdata;valid_since;4;YES;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_floatdata;date_type_since;5;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_floatdata;valid_until;6;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_floatdata;date_type_until;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;level;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl1;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl2;4;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl3;5;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl4;6;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl5;7;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl6;8;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl7;9;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl8;10;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;id_lvl9;11;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;valid_since;12;YES;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_hierarchies;date_type_since;13;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_hierarchies;valid_until;14;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_hierarchies;date_type_until;15;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_intdata;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_intdata;int_type;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_intdata;int_val;3;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;geodb_intdata;valid_since;4;YES;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_intdata;date_type_since;5;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_intdata;valid_until;6;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_intdata;date_type_until;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_locations;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_locations;loc_type;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_textdata;loc_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_textdata;text_type;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_textdata;text_val;3;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;geodb_textdata;text_locale;4;YES;character varying;5;;;;0;;;;0;0;0;
db;api;api;geodb_textdata;is_native_lang;5;YES;boolean;;;;;0;;;;0;0;0;
db;api;api;geodb_textdata;is_default_name;6;YES;boolean;;;;;0;;;;0;0;0;
db;api;api;geodb_textdata;valid_since;7;YES;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_textdata;date_type_since;8;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_textdata;valid_until;9;NO;date;;;;0;0;;;;0;0;0;
db;api;api;geodb_textdata;date_type_until;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_type_names;type_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;geodb_type_names;type_locale;2;NO;character varying;5;;;;0;;;;0;0;0;
db;api;api;geodb_type_names;name;3;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_feature;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature;created;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature;description;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_feature;feature;4;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_feature;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature_configuration;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_configuration;created;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature_configuration;enabled;3;NO;boolean;;;;;0;;;;0;0;0;
db;api;api;g_feature_configuration;modified;4;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature_configuration;ref_id;5;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_feature_configuration;feature_id;6;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_configuration;user_id;7;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_version;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_version;backend_version;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_version;client_version;3;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_feature_version;created;4;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature_version;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_feature_version;ref_id;6;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_feature_version;client_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_feature_version;feature_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fe_client;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fe_client;client;2;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_fe_client;min_version;3;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fe_client;recommended_version;4;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;fee_booking_status_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;fee_type_id;3;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;fee_direct_debit_id;4;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;original_booking_id;5;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;creation_date;6;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_booking;modified;7;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_booking;customer_account_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_booking;original_reservation_id;9;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_booking_status;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_booking_status;name;2;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_fee_booking_status;creation_date;3;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_booking_status;modified;4;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;description;2;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;creation_date;3;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;modified;4;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;modified_by;5;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_fee_clearing_account;account_id;6;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_configuration;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_configuration;fixed_fee;2;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_configuration;fee_payment_reason;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_fee_configuration;fee_type_id;4;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_configuration;pecentage_fee;5;YES;double precision;;53;;;0;;;;0;0;0;
db;api;api;g_fee_configuration;fees_account_id;6;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_fee_configuration;creation_date;7;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_configuration;modified;8;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_configuration;modified_by;9;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_fee_configuration;valid_from;10;YES;date;;;;0;0;;;;0;0;0;
db;api;api;g_fee_configuration;valid_until;11;YES;date;;;;0;0;;;;0;0;0;
db;api;api;g_fee_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_fee_type;description;2;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_fee_type;creation_date;3;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_type;modified;4;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_fee_type;modified_by;5;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_gender;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_gender;name;2;NO;varchar;20;;;;1;;;;0;0;0;
db;api;api;g_gender;normalized_name;3;YES;varchar;200;;;;1;;;;0;0;0;
db;api;api;g_geography;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_geography;name;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_group_authorities;group_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_group_authorities;authority_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_group_members;user_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_group_members;group_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_groups;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_groups;name;2;NO;character varying;20;;;;0;;;;0;0;0;
db;api;api;g_identification;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_identification;external_ref;2;YES;character varying;200;;;;0;;;;0;0;0;
db;api;api;g_identification;account_id;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_identification;reference;4;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_identification;url;5;YES;character varying;500;;;;0;;;;0;0;0;
db;api;api;g_identification;identification_status_id;6;YES;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_identification;completed_at;7;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_identification;identification_method_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_identification;estimated_waiting_time;9;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_identification;failure_reason;10;YES;character varying;500;;;;0;;;;0;0;0;
db;api;api;g_identification;ref_id;11;YES;character varying;200;;;;0;;;;0;0;0;
db;api;api;g_identification;created;12;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_identification;created_by;13;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_identification;modified;14;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_identification;modified_by;15;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_identification;address_proof_issued_on;16;YES;date;;;;0;0;;;;0;0;0;
db;api;api;g_identification;address_proof_type_id;17;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_identification;last_frontend_request;18;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_identification;frontend_request_counter;19;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_identification_method;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_identification_method;name;2;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_identification_status;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_identification_status;name;2;NO;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_identification_status;description;3;NO;character varying;500;;;;1;;;;0;0;0;
db;api;api;g_image_kind;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_image_kind;image_kind;2;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_impact_addition;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_addition;created;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_addition;modified;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_addition;type;4;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_impact_addition;user_id;5;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_area;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_area;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_area;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_area;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_area;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;impact_config_area_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;impact_interchange_fee_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_area;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_area;float_value;13;YES;real;;24;;;0;;;;0;0;0;
db;api;api;g_impact_config;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config;name;8;NO;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config;impact_unit_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config;value;10;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_config;factor;11;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_area;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_area;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_area;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_area;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_area;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;impact_config_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;name;9;NO;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_area;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_config_area;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_metric;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_metric;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;impact_type_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;impact_config_project_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_config_metric;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_project;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_project;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_project;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_config_project;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_project;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;impact_config_area_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;name;9;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_config_project;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_config_project;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project;project;2;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_impact_fe_project;epilogue_message_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image;image_kind_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image;project_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_summary;project_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_summary;message_key_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_summary;list_index;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_url;project_image_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_url;url;2;NO;character varying;250;;;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_image_url;list_index;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message;project_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message;message_key_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message;list_index;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message_header;project_id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message_header;message_key_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_message_header;list_index;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_value_text;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_value_text;value_index;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_value_text;message_key_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_value_text;project_id;4;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_project_value_text;value_id;5;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_value;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_fe_value;value;2;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_impact_group;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_group;name;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;impact_config_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;impact_revenue_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_interchange_fee;float_value;13;YES;real;;24;;;0;;;;0;0;0;
db;api;api;g_impact_metric;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_metric;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_metric;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_metric;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_metric;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_metric;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;impact_config_metric_id;8;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;impact_project_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;impact_unit_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;factor;12;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_metric;float_value;13;YES;real;;24;;;0;;;;0;0;0;
db;api;api;g_impact_personal;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_personal;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_personal;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_personal;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_personal;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_personal;status_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;booking_id;8;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;impact_unit_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;impact_type_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;value;11;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_impact_personal;float_value;12;YES;real;;24;;;0;;;;0;0;0;
db;api;api;g_impact_project;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_impact_project;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_project;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_impact_project;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_impact_project;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
